genus,species,genusSpecies,sex,Body_Length,Wing_Area,Wing_WBF
Pyrgus,malvae,Pyrgus_malvae,Female,21.5409,235.5554,15.5918
Pyrgus,malvae,Pyrgus_malvae,Male,20.9897,226.6658,15.6920
Pyrgus,onopordi,Pyrgus_onopordi,Female,24.6788,310.6168,14.8899
Pyrgus,onopordi,Pyrgus_onopordi,Male,23.2371,260.5159,15.3325
Pyrgus,serratulae,Pyrgus_serratulae,Female,24.7636,312.1308,14.8778
Pyrgus,serratulae,Pyrgus_serratulae,Male,19.6752,294.4452,15.0230
Pyrgus,sidae,Pyrgus_sidae,Female,29.9368,538.4298,13.5865
Pyrgus,sidae,Pyrgus_sidae,Male,30.5729,424.3327,14.1361
Pyrgus,warrenensis,Pyrgus_warrenensis,Female,17.8094,218.9163,15.7832
Pyrgus,warrenensis,Pyrgus_warrenensis,Male,21.2441,222.7893,15.7371
Pyronia,bathseba,Pyronia_bathseba,Female,24.0851,769.6088,12.8019
Pyronia,bathseba,Pyronia_bathseba,Male,25.1028,606.7594,13.3189
Pyronia,cecilia,Pyronia_cecilia,Female,24.8484,807.6412,12.6994
Pyronia,cecilia,Pyronia_cecilia,Male,22.7282,522.6322,13.6541
Pyronia,tithonus,Pyronia_tithonus,Female,25.6117,691.9977,13.0305
Pyronia,tithonus,Pyronia_tithonus,Male,25.4421,588.0309,13.3886
Satyrium,acaciae,Satyrium_acaciae,Female,22.2194,392.9028,14.3184
Satyrium,acaciae,Satyrium_acaciae,Male,19.3360,277.8492,15.1689
Satyrium,esculi,Satyrium_esculi,Female,23.0675,490.7995,13.7977
Satyrium,esculi,Satyrium_esculi,Male,24.2124,473.9589,13.8781
Satyrium,ilicis,Satyrium_ilicis,Female,23.9155,467.0508,13.9121
Satyrium,ilicis,Satyrium_ilicis,Male,25.9085,467.7305,13.9087
Satyrium,ledereri,Satyrium_ledereri,Female,21.8802,376.0659,14.4233
Satyrium,ledereri,Satyrium_ledereri,Male,22.7706,333.2507,14.7165
Satyrium,pruni,Satyrium_pruni,Female,23.1523,464.1236,13.9267
Satyrium,pruni,Satyrium_pruni,Male,20.8201,424.9441,14.1327
Satyrium,spini,Satyrium_spini,Female,24.7636,494.9781,13.7782
Satyrium,spini,Satyrium_spini,Male,24.0003,453.7273,13.9793
Satyrium,walbum,Satyrium_walbum,Female,20.0144,419.5391,14.1629
Satyrium,walbum,Satyrium_walbum,Male,22.3466,406.2659,14.2389
Satyrus,actaea,Satyrus_actaea,Female,28.6223,827.6283,12.6479
Satyrus,actaea,Satyrus_actaea,Male,35.4493,1183.5200,11.9165
Satyrus,ferula,Satyrus_ferula,Female,38.2903,1633.0471,11.2944
Satyrus,ferula,Satyrus_ferula,Male,40.4529,1644.0763,11.2818
Scolitantides,orion,Scolitantides_orion,Female,18.4879,265.7339,15.2819
Scolitantides,orion,Scolitantides_orion,Male,19.9296,282.7399,15.1249
Speyeria,aglaja,Speyeria_aglaja,Female,44.6084,1522.6036,11.4269
Speyeria,aglaja,Speyeria_aglaja,Male,47.2798,1453.7742,11.5153
Spialia,orbifer,Spialia_orbifer,Female,22.8979,276.6445,15.1799
Spialia,orbifer,Spialia_orbifer,Male,24.4244,258.3403,15.3539
Spialia,phlomidis,Spialia_phlomidis,Female,26.5445,352.4287,14.5800
Spialia,phlomidis,Spialia_phlomidis,Male,26.3749,349.1706,14.6026
Spialia,sertorius,Spialia_sertorius,sertorius,22.7282,243.4848,15.5061
Spialia,sertorius,Spialia_sertorius,Male,23.8731,260.5987,15.3317
Spialia,therapne,Spialia_therapne,Female,18.5727,191.9455,16.1325
Tarucus,balkanicus,Tarucus_balkanicus,Female,14.0779,169.6461,16.4677
Tarucus,balkanicus,Tarucus_balkanicus,Male,14.8412,183.4299,16.2549
Tarucus,theophrastus,Tarucus_theophrastus,Female,15.6045,238.3460,15.5612
Tarucus,theophrastus,Tarucus_theophrastus,Male,15.9437,205.2655,15.9533
Thecla,betulae,Thecla_betulae,Female,26.2053,698.9526,13.0088
Thecla,betulae,Thecla_betulae,Male,27.7318,635.0355,13.2182
Thymelicus ,hyrax,Thymelicus _hyrax,Female,28.4951,398.6170,14.2841
Thymelicus ,hyrax,Thymelicus _hyrax,Male,27.9863,306.5532,14.9226
Thymelicus ,sylvestris,Thymelicus _sylvestris,Male,27.0958,246.9982,15.4691
Thymelicus,acteon,Thymelicus_acteon,Female,24.6788,222.9223,15.7356
Thymelicus,acteon,Thymelicus_acteon,Male,25.6541,209.4082,15.9003
Thymelicus,christi,Thymelicus_christi,Male,23.7035,160.1200,16.6270
Thymelicus,lineola,Thymelicus_lineola,Female,23.2371,250.0009,15.4380
Thymelicus,lineola,Thymelicus_lineola,Male,26.2053,226.2415,15.6969
Thymelicus,sylvestris,Thymelicus_sylvestris,Female,27.2230,275.8461,15.1872
Tomares,ballus,Tomares_ballus,Female,23.3219,428.7344,14.1119
Tomares,ballus,Tomares_ballus,Male,20.4385,312.9327,14.8715
Tomares,nogelii,Tomares_nogelii,Female,17.9366,315.5219,14.8511
Tomares,nogelii,Tomares_nogelii,Male,23.2371,376.5549,14.4201
Turanana,taygetica,Turanana_taygetica,Female,16.6221,231.5098,15.6368
Turanana,taygetica,Turanana_taygetica,Male,15.7741,190.0468,16.1593
Vanessa,atalanta,Vanessa_atalanta,Male,41.9794,1418.3454,11.5627
Vanessa,cardui,Vanessa_cardui,Male,40.9617,1375.4332,11.6220
Vanessa,virginiensis,Vanessa_virginiensis,Female,33.3291,1266.6043,11.7826
Vanessa,vulcania,Vanessa_vulcania,Male,43.3363,1279.3921,11.7629
Ypthima,asterope,Ypthima_asterope,Female,20.7353,478.0873,13.8581
Ypthima,asterope,Ypthima_asterope,Male,22.0498,426.8788,14.1220
Zegris,eupheme,Zegris_eupheme,Female,34.6012,1027.4744,12.2004
Zegris,eupheme,Zegris_eupheme,Male,34.6012,753.3724,12.8474
Zerynthia,cassandra,Zerynthia_cassandra,Male,33.6683,889.6682,12.4965
Zerynthia,cerisy,Zerynthia_cerisy,Female,37.2302,1155.4956,11.9641
Zerynthia,cerisy,Zerynthia_cerisy,Male,42.3186,1424.7717,11.5540
Zerynthia,cretica,Zerynthia_cretica,Male,37.2726,1069.9659,12.1183
Zerynthia,polyxena,Zerynthia_polyxena,Female,38.4599,983.3970,12.2898
Zerynthia,polyxena,Zerynthia_polyxena,Male,34.2620,897.8098,12.4776
Zerynthia,rumina,Zerynthia_rumina,Female,34.6012,949.1945,12.3625
Zerynthia,rumina,Zerynthia_rumina,Male,30.5305,749.0175,12.8598
Zizeeria,knysna,Zizeeria_knysna,Female,14.1203,198.6342,16.0408
Zizeeria,knysna,Zizeeria_knysna,Male,16.5373,188.7989,16.1770
