genus,species,genusSpecies,sex,treatment,render_method,flight_method,left_mean,left_dev,right_mean,right_dev,up_mean,up_dev,down_mean,down_dev
Pseudochazara,graeca,Pseudochazara_graeca,Male,White_Gliding,White,Gliding,0.8952,0.0008,0.8963,0.0008,2.5836,0.0016,4.69E-05,7.41E-05
Pseudochazara,graeca,Pseudochazara_graeca,Male,White_Flapping,White,Flapping,0.758,0.195,0.7594,0.1952,1.0901,0.5005,0.2309,0.1487
Pseudochazara,orestes,Pseudochazara_orestes,Female,Patterned_Gliding,Patterned,Gliding,0.1077,0.0004,0.1082,0.0004,0.1045,0.0003,1.22E-05,2.27E-05
Pseudochazara,orestes,Pseudochazara_orestes,Female,Patterned_Flapping,Patterned,Flapping,0.0423,0.0124,0.0425,0.0124,0.0408,0.0175,0.0121,0.0061
Pseudochazara,orestes,Pseudochazara_orestes,Female,Averaged_Gliding,Averaged,Gliding,0.0151,1.43E-05,0.0151,1.43E-05,0.0382,2.30E-05,7.09E-07,1.12E-06
Pseudochazara,orestes,Pseudochazara_orestes,Female,Averaged_Flapping,Averaged,Flapping,0.0141,0.0026,0.0141,0.0026,0.0176,0.0067,0.0038,0.0026
Pseudochazara,orestes,Pseudochazara_orestes,Female,White_Gliding,White,Gliding,0.9096,0.0009,0.9098,0.0009,2.2931,0.0014,4.26E-05,6.71E-05
Pseudochazara,orestes,Pseudochazara_orestes,Female,White_Flapping,White,Flapping,0.7591,0.1782,0.7602,0.1781,0.986,0.4403,0.214,0.1376
Pseudochazara,orestes,Pseudochazara_orestes,Male,Patterned_Gliding,Patterned,Gliding,0.1259,0.0004,0.1268,0.0004,0.1601,0.0004,1.46E-05,2.12E-05
Pseudochazara,orestes,Pseudochazara_orestes,Male,Patterned_Flapping,Patterned,Flapping,0.0582,0.0138,0.0586,0.0139,0.0646,0.0287,0.0148,0.0086
Pseudochazara,orestes,Pseudochazara_orestes,Male,Averaged_Gliding,Averaged,Gliding,0.028,2.93E-05,0.0281,2.94E-05,0.0684,4.41E-05,1.31E-06,2.07E-06
Pseudochazara,orestes,Pseudochazara_orestes,Male,Averaged_Flapping,Averaged,Flapping,0.0252,0.0053,0.0252,0.0053,0.0306,0.0125,0.0068,0.0047
Pseudochazara,orestes,Pseudochazara_orestes,Male,White_Gliding,White,Gliding,0.927,0.001,0.928,0.001,2.2631,0.0015,4.32E-05,6.86E-05
Pseudochazara,orestes,Pseudochazara_orestes,Male,White_Flapping,White,Flapping,0.7701,0.1869,0.7715,0.1868,0.9613,0.431,0.2105,0.1383
Pseudochazara,tisiphone,Pseudochazara_tisiphone,Female,Patterned_Gliding,Patterned,Gliding,0.0881,0.0003,0.0882,0.0003,0.1276,0.0003,9.73E-06,1.32E-05
Pseudochazara,tisiphone,Pseudochazara_tisiphone,Female,Patterned_Flapping,Patterned,Flapping,0.0457,0.0137,0.0459,0.0137,0.0524,0.0219,0.0167,0.0088
Pseudochazara,tisiphone,Pseudochazara_tisiphone,Female,Averaged_Gliding,Averaged,Gliding,0.0339,3.21E-05,0.0339,3.22E-05,0.0948,6.88E-05,2.01E-06,3.11E-06
Pseudochazara,tisiphone,Pseudochazara_tisiphone,Female,Averaged_Flapping,Averaged,Flapping,0.0298,0.0066,0.0299,0.0066,0.0414,0.0178,0.0091,0.0057
Pseudochazara,tisiphone,Pseudochazara_tisiphone,Female,White_Gliding,White,Gliding,0.8693,0.0008,0.8702,0.0008,2.4327,0.0018,5.17E-05,7.98E-05
Pseudochazara,tisiphone,Pseudochazara_tisiphone,Female,White_Flapping,White,Flapping,0.7418,0.1821,0.7433,0.1821,1.0454,0.4704,0.2318,0.1452
Pseudochazara,tisiphone,Pseudochazara_tisiphone,Male,Patterned_Gliding,Patterned,Gliding,0.1014,0.0002,0.1016,0.0002,0.1768,0.0003,8.55E-06,1.32E-05
Pseudochazara,tisiphone,Pseudochazara_tisiphone,Male,Patterned_Flapping,Patterned,Flapping,0.0655,0.0161,0.0657,0.0161,0.0758,0.0347,0.0174,0.0113
Pseudochazara,tisiphone,Pseudochazara_tisiphone,Male,Averaged_Gliding,Averaged,Gliding,0.0554,5.33E-05,0.0554,5.32E-05,0.1356,7.86E-05,2.34E-06,3.06E-06
Pseudochazara,tisiphone,Pseudochazara_tisiphone,Male,Averaged_Flapping,Averaged,Flapping,0.0468,0.0112,0.0469,0.0112,0.0573,0.0257,0.0126,0.0084
Pseudochazara,tisiphone,Pseudochazara_tisiphone,Male,White_Gliding,White,Gliding,0.9003,0.0009,0.9013,0.0009,2.2041,0.0013,3.81E-05,4.98E-05
Pseudochazara,tisiphone,Pseudochazara_tisiphone,Male,White_Flapping,White,Flapping,0.7555,0.1885,0.757,0.1885,0.9282,0.4223,0.2017,0.1325
Pseudochazara,williamsi,Pseudochazara_williamsi,Female,Patterned_Gliding,Patterned,Gliding,0.1019,0.0006,0.1021,0.0006,0.1008,0.0003,1.51E-05,3.63E-05
Pseudochazara,williamsi,Pseudochazara_williamsi,Female,Patterned_Flapping,Patterned,Flapping,0.0374,0.014,0.0377,0.0141,0.0346,0.0162,0.0151,0.0085
Pseudochazara,williamsi,Pseudochazara_williamsi,Female,Averaged_Gliding,Averaged,Gliding,0.0014,1.48E-06,0.0014,1.47E-06,0.0039,3.30E-06,8.55E-08,1.11E-07
Pseudochazara,williamsi,Pseudochazara_williamsi,Female,Averaged_Flapping,Averaged,Flapping,0.0023,0.0013,0.0024,0.0013,0.0026,0.0005,0.0006,0.0005
Pseudochazara,williamsi,Pseudochazara_williamsi,Female,White_Gliding,White,Gliding,0.9433,0.001,0.9436,0.001,2.6562,0.0022,5.77E-05,7.51E-05
Pseudochazara,williamsi,Pseudochazara_williamsi,Female,White_Flapping,White,Flapping,0.7619,0.1887,0.7634,0.1889,1.1242,0.5028,0.2368,0.1533
Pseudochazara,williamsi,Pseudochazara_williamsi,Male,Patterned_Gliding,Patterned,Gliding,0.1311,0.0005,0.1314,0.0005,0.1419,0.0004,2.01E-05,5.47E-05
Pseudochazara,williamsi,Pseudochazara_williamsi,Male,Patterned_Flapping,Patterned,Flapping,0.0527,0.0146,0.0531,0.0147,0.0555,0.0241,0.0169,0.009
Pseudochazara,williamsi,Pseudochazara_williamsi,Male,Averaged_Gliding,Averaged,Gliding,0.0052,6.26E-06,0.0052,6.26E-06,0.0139,1.19E-05,3.72E-07,4.18E-07
Pseudochazara,williamsi,Pseudochazara_williamsi,Male,Averaged_Flapping,Averaged,Flapping,0.0065,0.0021,0.0065,0.0021,0.0075,0.0023,0.0018,0.0014
Pseudochazara,williamsi,Pseudochazara_williamsi,Male,White_Gliding,White,Gliding,0.9313,0.0011,0.9318,0.0011,2.4709,0.0021,6.61E-05,7.44E-05
Pseudochazara,williamsi,Pseudochazara_williamsi,Male,White_Flapping,White,Flapping,0.7786,0.1937,0.78,0.1937,1.0484,0.4699,0.2295,0.1499
Pseudophilotes,abencerragus,Pseudophilotes_abencerragus,Female,Patterned_Gliding,Patterned,Gliding,0.1123,0.0004,0.1123,0.0004,0.1242,0.0003,2.03E-05,6.57E-05
Pseudophilotes,abencerragus,Pseudophilotes_abencerragus,Female,Patterned_Flapping,Patterned,Flapping,0.0412,0.0145,0.0412,0.0146,0.0491,0.0247,0.0165,0.0089
Pseudophilotes,abencerragus,Pseudophilotes_abencerragus,Female,Averaged_Gliding,Averaged,Gliding,0.0194,1.72E-05,0.0194,1.72E-05,0.047,3.13E-05,8.80E-07,1.30E-06
Pseudophilotes,abencerragus,Pseudophilotes_abencerragus,Female,Averaged_Flapping,Averaged,Flapping,0.0159,0.0035,0.0159,0.0035,0.0205,0.0087,0.0042,0.0027
Pseudophilotes,abencerragus,Pseudophilotes_abencerragus,Female,White_Gliding,White,Gliding,1.0275,0.0009,1.0297,0.0009,2.492,0.0017,4.66E-05,6.87E-05
Pseudophilotes,abencerragus,Pseudophilotes_abencerragus,Female,White_Flapping,White,Flapping,0.7954,0.1949,0.797,0.1951,1.0452,0.4756,0.2162,0.1375
Pseudophilotes,abencerragus,Pseudophilotes_abencerragus,Male,Patterned_Gliding,Patterned,Gliding,0.0757,0.0003,0.0754,0.0003,0.0916,0.0004,2.61E-05,8.13E-05
Pseudophilotes,abencerragus,Pseudophilotes_abencerragus,Male,Patterned_Flapping,Patterned,Flapping,0.0291,0.0115,0.029,0.0115,0.0381,0.0207,0.0136,0.0079
Pseudophilotes,abencerragus,Pseudophilotes_abencerragus,Male,Averaged_Gliding,Averaged,Gliding,0.0079,5.51E-06,0.0079,5.50E-06,0.0186,1.52E-05,4.02E-07,5.39E-07
Pseudophilotes,abencerragus,Pseudophilotes_abencerragus,Male,Averaged_Flapping,Averaged,Flapping,0.0066,0.0013,0.0066,0.0013,0.0082,0.0034,0.0018,0.0012
Pseudophilotes,abencerragus,Pseudophilotes_abencerragus,Male,White_Gliding,White,Gliding,1.0415,0.0007,1.0407,0.0007,2.4552,0.002,5.32E-05,7.13E-05
Pseudophilotes,abencerragus,Pseudophilotes_abencerragus,Male,White_Flapping,White,Flapping,0.7698,0.1948,0.7702,0.1945,0.9997,0.4705,0.2127,0.137
Pseudophilotes,barbagiae,Pseudophilotes_barbagiae,Female,Patterned_Gliding,Patterned,Gliding,0.0585,0.0002,0.0584,0.0002,0.1039,0.0002,1.02E-05,2.75E-05
Pseudophilotes,barbagiae,Pseudophilotes_barbagiae,Female,Patterned_Flapping,Patterned,Flapping,0.0325,0.0087,0.0325,0.0087,0.0418,0.0198,0.01,0.0052
Pseudophilotes,barbagiae,Pseudophilotes_barbagiae,Female,Averaged_Gliding,Averaged,Gliding,0.0248,2.37E-05,0.0249,2.38E-05,0.0631,4.92E-05,1.21E-06,1.67E-06
Pseudophilotes,barbagiae,Pseudophilotes_barbagiae,Female,Averaged_Flapping,Averaged,Flapping,0.0189,0.0046,0.0189,0.0046,0.0262,0.0118,0.0054,0.0036
Pseudophilotes,barbagiae,Pseudophilotes_barbagiae,Female,White_Gliding,White,Gliding,1.0392,0.001,1.0399,0.001,2.6395,0.0021,5.08E-05,6.98E-05
Pseudophilotes,barbagiae,Pseudophilotes_barbagiae,Female,White_Flapping,White,Flapping,0.7727,0.1968,0.7741,0.1969,1.0815,0.5004,0.2197,0.1451
Pseudophilotes,barbagiae,Pseudophilotes_barbagiae,male,Patterned_Gliding,Patterned,Gliding,0.0751,0.0004,0.0753,0.0004,0.0877,0.0003,1.72E-05,4.81E-05
Pseudophilotes,barbagiae,Pseudophilotes_barbagiae,male,Patterned_Flapping,Patterned,Flapping,0.0278,0.008,0.028,0.0081,0.0344,0.017,0.0085,0.004
Pseudophilotes,barbagiae,Pseudophilotes_barbagiae,male,Averaged_Gliding,Averaged,Gliding,0.007,6.87E-06,0.0071,6.88E-06,0.0187,1.62E-05,3.83E-07,5.63E-07
Pseudophilotes,barbagiae,Pseudophilotes_barbagiae,male,Averaged_Flapping,Averaged,Flapping,0.0062,0.0013,0.0063,0.0013,0.0083,0.0034,0.0018,0.0013
Pseudophilotes,barbagiae,Pseudophilotes_barbagiae,male,White_Gliding,White,Gliding,1.0405,0.001,1.043,0.001,2.7537,0.0024,5.65E-05,8.31E-05
Pseudophilotes,barbagiae,Pseudophilotes_barbagiae,male,White_Flapping,White,Flapping,0.7855,0.2071,0.788,0.2074,1.1104,0.5258,0.2317,0.1526
Pseudophilotes,baton,Pseudophilotes_baton,Female,Patterned_Gliding,Patterned,Gliding,0.1012,0.0003,0.1013,0.0003,0.1678,0.0004,2.17E-05,5.41E-05
Pseudophilotes,baton,Pseudophilotes_baton,Female,Patterned_Flapping,Patterned,Flapping,0.0496,0.0164,0.0496,0.0164,0.0702,0.0363,0.0186,0.0091
Pseudophilotes,baton,Pseudophilotes_baton,Female,Averaged_Gliding,Averaged,Gliding,0.0212,1.73E-05,0.0213,1.74E-05,0.0571,4.27E-05,1.16E-06,1.72E-06
Pseudophilotes,baton,Pseudophilotes_baton,Female,Averaged_Flapping,Averaged,Flapping,0.0171,0.0041,0.0172,0.0041,0.024,0.0106,0.0051,0.0035
Pseudophilotes,baton,Pseudophilotes_baton,Female,White_Gliding,White,Gliding,0.9518,0.0008,0.9534,0.0008,2.5588,0.0019,5.19E-05,7.69E-05
Pseudophilotes,baton,Pseudophilotes_baton,Female,White_Flapping,White,Flapping,0.7445,0.1892,0.7459,0.1894,1.0555,0.4854,0.2202,0.1435
Pseudophilotes,baton,Pseudophilotes_baton,Male,Patterned_Gliding,Patterned,Gliding,0.0812,0.0004,0.0814,0.0004,0.0754,0.0003,1.39E-05,1.15E-05
Pseudophilotes,baton,Pseudophilotes_baton,Male,Patterned_Flapping,Patterned,Flapping,0.0282,0.0114,0.0284,0.0115,0.0309,0.0174,0.0088,0.0041
Pseudophilotes,baton,Pseudophilotes_baton,Male,Averaged_Gliding,Averaged,Gliding,0.0124,1.31E-05,0.0124,1.31E-05,0.0306,2.64E-05,6.61E-07,9.27E-07
Pseudophilotes,baton,Pseudophilotes_baton,Male,Averaged_Flapping,Averaged,Flapping,0.0078,0.003,0.0078,0.003,0.0109,0.0062,0.0024,0.0015
Pseudophilotes,baton,Pseudophilotes_baton,Male,White_Gliding,White,Gliding,1.0513,0.0011,1.0528,0.0011,2.5983,0.0022,5.62E-05,7.88E-05
Pseudophilotes,baton,Pseudophilotes_baton,Male,White_Flapping,White,Flapping,0.793,0.2061,0.7948,0.2067,1.0547,0.4971,0.2226,0.1473
Pseudophilotes,bavius,Pseudophilotes_bavius,Female,Patterned_Gliding,Patterned,Gliding,0.1079,0.0003,0.1078,0.0003,0.1809,0.0005,1.86E-05,4.85E-05
Pseudophilotes,bavius,Pseudophilotes_bavius,Female,Patterned_Flapping,Patterned,Flapping,0.0524,0.0176,0.0525,0.0176,0.0684,0.0345,0.0175,0.0096
Pseudophilotes,bavius,Pseudophilotes_bavius,Female,Averaged_Gliding,Averaged,Gliding,0.0311,2.40E-05,0.0312,2.40E-05,0.0806,7.14E-05,1.80E-06,2.53E-06
Pseudophilotes,bavius,Pseudophilotes_bavius,Female,Averaged_Flapping,Averaged,Flapping,0.024,0.0059,0.024,0.0059,0.0335,0.0151,0.0071,0.0048
Pseudophilotes,bavius,Pseudophilotes_bavius,Female,White_Gliding,White,Gliding,0.9547,0.0007,0.9558,0.0007,2.4698,0.0022,5.52E-05,7.76E-05
Pseudophilotes,bavius,Pseudophilotes_bavius,Female,White_Flapping,White,Flapping,0.7179,0.1866,0.7197,0.1872,1.0138,0.4711,0.2134,0.1408
Pseudophilotes,bavius,Pseudophilotes_bavius,Male,Patterned_Gliding,Patterned,Gliding,0.0843,0.0003,0.0838,0.0003,0.1235,0.0004,1.76E-05,5.22E-05
Pseudophilotes,bavius,Pseudophilotes_bavius,Male,Patterned_Flapping,Patterned,Flapping,0.0334,0.0129,0.0333,0.0129,0.0458,0.0249,0.0133,0.0068
Pseudophilotes,bavius,Pseudophilotes_bavius,Male,Averaged_Gliding,Averaged,Gliding,0.0156,1.43E-05,0.0156,1.44E-05,0.0386,3.23E-05,8.19E-07,1.08E-06
Pseudophilotes,bavius,Pseudophilotes_bavius,Male,Averaged_Flapping,Averaged,Flapping,0.012,0.0031,0.012,0.0031,0.016,0.0072,0.0034,0.0023
Pseudophilotes,bavius,Pseudophilotes_bavius,Male,White_Gliding,White,Gliding,0.9993,0.0009,1.0004,0.0009,2.4773,0.0021,5.26E-05,6.93E-05
Pseudophilotes,bavius,Pseudophilotes_bavius,Male,White_Flapping,White,Flapping,0.7433,0.2005,0.7445,0.2006,1.0048,0.4731,0.2113,0.1404
Pseudophilotes,panoptes,Pseudophilotes_panoptes,Female,Patterned_Gliding,Patterned,Gliding,0.0844,0.0004,0.0844,0.0004,0.0835,0.0004,2.08E-05,4.09E-05
Pseudophilotes,panoptes,Pseudophilotes_panoptes,Female,Patterned_Flapping,Patterned,Flapping,0.0317,0.0138,0.0318,0.0138,0.0323,0.0184,0.0087,0.004
Pseudophilotes,panoptes,Pseudophilotes_panoptes,Female,Averaged_Gliding,Averaged,Gliding,0.0034,3.28E-06,0.0034,3.29E-06,0.0085,6.38E-06,1.75E-07,2.49E-07
Pseudophilotes,panoptes,Pseudophilotes_panoptes,Female,Averaged_Flapping,Averaged,Flapping,0.0033,0.0006,0.0033,0.0006,0.0041,0.0014,0.0009,0.0006
Pseudophilotes,panoptes,Pseudophilotes_panoptes,Female,White_Gliding,White,Gliding,1.0195,0.001,1.0213,0.001,2.519,0.0019,5.21E-05,7.41E-05
Pseudophilotes,panoptes,Pseudophilotes_panoptes,Female,White_Flapping,White,Flapping,0.7798,0.1944,0.7812,0.1944,1.0514,0.4825,0.2217,0.1455
Pseudophilotes,panoptes,Pseudophilotes_panoptes,Male,Patterned_Gliding,Patterned,Gliding,0.0802,0.0005,0.0803,0.0005,0.0671,0.0003,2.16E-05,4.41E-05
Pseudophilotes,panoptes,Pseudophilotes_panoptes,Male,Patterned_Flapping,Patterned,Flapping,0.0295,0.012,0.0298,0.0121,0.0285,0.0147,0.0094,0.0045
Pseudophilotes,panoptes,Pseudophilotes_panoptes,Male,Averaged_Gliding,Averaged,Gliding,0.0066,5.57E-06,0.0066,5.60E-06,0.0168,1.44E-05,3.69E-07,4.94E-07
Pseudophilotes,panoptes,Pseudophilotes_panoptes,Male,Averaged_Flapping,Averaged,Flapping,0.0041,0.0014,0.0041,0.0014,0.0058,0.0034,0.0013,0.0008
Pseudophilotes,panoptes,Pseudophilotes_panoptes,Male,White_Gliding,White,Gliding,1.004,0.0009,1.0066,0.0009,2.5742,0.0022,5.65E-05,7.56E-05
Pseudophilotes,panoptes,Pseudophilotes_panoptes,Male,White_Flapping,White,Flapping,0.7606,0.2017,0.7627,0.2023,1.0398,0.4945,0.2234,0.145
Pseudophilotes,vicrama,Pseudophilotes_vicrama,Female,Patterned_Gliding,Patterned,Gliding,0.0941,0.0003,0.094,0.0003,0.1645,0.0005,1.93E-05,3.31E-05
Pseudophilotes,vicrama,Pseudophilotes_vicrama,Female,Patterned_Flapping,Patterned,Flapping,0.0511,0.0142,0.0513,0.0142,0.0714,0.0343,0.0158,0.0076
Pseudophilotes,vicrama,Pseudophilotes_vicrama,Female,Averaged_Gliding,Averaged,Gliding,0.0191,1.81E-05,0.0191,1.82E-05,0.0504,4.37E-05,1.11E-06,1.51E-06
Pseudophilotes,vicrama,Pseudophilotes_vicrama,Female,Averaged_Flapping,Averaged,Flapping,0.0171,0.0036,0.0172,0.0036,0.0231,0.0088,0.0048,0.0032
Pseudophilotes,vicrama,Pseudophilotes_vicrama,Female,White_Gliding,White,Gliding,0.9526,0.0009,0.9538,0.0009,2.517,0.0022,5.56E-05,7.54E-05
Pseudophilotes,vicrama,Pseudophilotes_vicrama,Female,White_Flapping,White,Flapping,0.7426,0.1893,0.7442,0.1892,1.0524,0.4779,0.2185,0.1405
Pseudophilotes,vicrama,Pseudophilotes_vicrama,Male,Patterned_Gliding,Patterned,Gliding,0.0865,0.0004,0.0865,0.0004,0.0744,0.0003,2.48E-05,5.35E-05
Pseudophilotes,vicrama,Pseudophilotes_vicrama,Male,Patterned_Flapping,Patterned,Flapping,0.0414,0.0127,0.0416,0.0127,0.0357,0.0173,0.0086,0.0036
Pseudophilotes,vicrama,Pseudophilotes_vicrama,Male,Averaged_Gliding,Averaged,Gliding,0.0019,1.83E-06,0.002,1.84E-06,0.0051,3.87E-06,1.01E-07,1.49E-07
Pseudophilotes,vicrama,Pseudophilotes_vicrama,Male,Averaged_Flapping,Averaged,Flapping,0.0015,0.001,0.0015,0.001,0.0015,0.0008,0.0005,0.0004
Pseudophilotes,vicrama,Pseudophilotes_vicrama,Male,White_Gliding,White,Gliding,0.9813,0.0009,0.9826,0.0009,2.5509,0.0019,5.06E-05,7.51E-05
Pseudophilotes,vicrama,Pseudophilotes_vicrama,Male,White_Flapping,White,Flapping,0.7533,0.1849,0.7545,0.185,1.0586,0.478,0.2176,0.1425
Pyrgus,alveus,Pyrgus_alveus,Female,Patterned_Gliding,Patterned,Gliding,0.12,0.0005,0.1199,0.0005,0.1511,0.0004,2.47E-05,7.07E-05
Pyrgus,alveus,Pyrgus_alveus,Female,Patterned_Flapping,Patterned,Flapping,0.0643,0.0203,0.0643,0.0203,0.0774,0.0362,0.0164,0.0077
Pyrgus,alveus,Pyrgus_alveus,Female,Averaged_Gliding,Averaged,Gliding,0.0133,1.20E-05,0.0133,1.20E-05,0.0311,1.70E-05,5.20E-07,7.53E-07
Pyrgus,alveus,Pyrgus_alveus,Female,Averaged_Flapping,Averaged,Flapping,0.0118,0.0025,0.0118,0.0025,0.0154,0.0048,0.003,0.0023
Pyrgus,alveus,Pyrgus_alveus,Female,White_Gliding,White,Gliding,1.0639,0.001,1.0645,0.001,2.4831,0.0014,4.15E-05,6.01E-05
Pyrgus,alveus,Pyrgus_alveus,Female,White_Flapping,White,Flapping,0.7506,0.1692,0.7517,0.1692,1.0576,0.4472,0.2082,0.1466
Pyrgus,alveus,Pyrgus_alveus,Male,Patterned_Gliding,Patterned,Gliding,0.0868,0.0003,0.0868,0.0003,0.1181,0.0004,2.76E-05,9.60E-05
Pyrgus,alveus,Pyrgus_alveus,Male,Patterned_Flapping,Patterned,Flapping,0.0412,0.0116,0.0413,0.0117,0.0558,0.025,0.0126,0.0062
Pyrgus,alveus,Pyrgus_alveus,Male,Averaged_Gliding,Averaged,Gliding,0.0135,1.41E-05,0.0135,1.41E-05,0.0319,1.77E-05,4.96E-07,5.79E-07
Pyrgus,alveus,Pyrgus_alveus,Male,Averaged_Flapping,Averaged,Flapping,0.0094,0.0019,0.0094,0.0019,0.0132,0.0052,0.0027,0.0021
Pyrgus,alveus,Pyrgus_alveus,Male,White_Gliding,White,Gliding,1.0722,0.0011,1.0727,0.0011,2.539,0.0014,3.95E-05,4.61E-05
Pyrgus,alveus,Pyrgus_alveus,Male,White_Flapping,White,Flapping,0.7393,0.1638,0.7408,0.1637,1.0622,0.4455,0.2035,0.1464
Pyrgus,andromedae,Pyrgus_andromedae,Female,Patterned_Gliding,Patterned,Gliding,0.2162,0.0008,0.2163,0.0008,0.2683,0.0008,4.36E-05,0.0001
Pyrgus,andromedae,Pyrgus_andromedae,Female,Patterned_Flapping,Patterned,Flapping,0.0899,0.0247,0.0902,0.0248,0.1164,0.0516,0.024,0.0116
Pyrgus,andromedae,Pyrgus_andromedae,Female,Averaged_Gliding,Averaged,Gliding,0.033,3.41E-05,0.033,3.43E-05,0.0833,5.98E-05,1.66E-06,2.11E-06
Pyrgus,andromedae,Pyrgus_andromedae,Female,Averaged_Flapping,Averaged,Flapping,0.0268,0.0047,0.0269,0.0047,0.039,0.0132,0.0076,0.0057
Pyrgus,andromedae,Pyrgus_andromedae,Female,White_Gliding,White,Gliding,1.0878,0.0011,1.089,0.0011,2.7487,0.002,5.47E-05,6.97E-05
Pyrgus,andromedae,Pyrgus_andromedae,Female,White_Flapping,White,Flapping,0.7568,0.1667,0.7584,0.1668,1.1508,0.4872,0.2246,0.159
Pyrgus,andromedae,Pyrgus_andromedae,Male,Patterned_Gliding,Patterned,Gliding,0.1724,0.0004,0.1728,0.0004,0.2279,0.0005,2.83E-05,9.76E-05
Pyrgus,andromedae,Pyrgus_andromedae,Male,Patterned_Flapping,Patterned,Flapping,0.0811,0.0202,0.0814,0.0202,0.1014,0.0454,0.0197,0.0099
Pyrgus,andromedae,Pyrgus_andromedae,Male,Averaged_Gliding,Averaged,Gliding,0.0437,4.16E-05,0.0437,4.15E-05,0.0983,6.55E-05,2.05E-06,3.05E-06
Pyrgus,andromedae,Pyrgus_andromedae,Male,Averaged_Flapping,Averaged,Flapping,0.0353,0.0068,0.0354,0.0067,0.0458,0.017,0.0091,0.0067
Pyrgus,andromedae,Pyrgus_andromedae,Male,White_Gliding,White,Gliding,1.1022,0.001,1.1034,0.001,2.4791,0.0017,5.17E-05,7.70E-05
Pyrgus,andromedae,Pyrgus_andromedae,Male,White_Flapping,White,Flapping,0.797,0.1831,0.7984,0.1827,1.0657,0.4522,0.2133,0.1483
Pyrgus,armoricanus,Pyrgus_armoricanus,Female,Patterned_Gliding,Patterned,Gliding,0.1665,0.0007,0.1671,0.0007,0.1694,0.0006,4.02E-05,0.0001
Pyrgus,armoricanus,Pyrgus_armoricanus,Female,Patterned_Flapping,Patterned,Flapping,0.0739,0.0284,0.074,0.0285,0.0831,0.0412,0.0179,0.0087
Pyrgus,armoricanus,Pyrgus_armoricanus,Female,Averaged_Gliding,Averaged,Gliding,0.014,1.32E-05,0.014,1.33E-05,0.033,1.77E-05,6.06E-07,7.88E-07
Pyrgus,armoricanus,Pyrgus_armoricanus,Female,Averaged_Flapping,Averaged,Flapping,0.0125,0.0022,0.0125,0.0022,0.0166,0.0052,0.0033,0.0024
Pyrgus,armoricanus,Pyrgus_armoricanus,Female,White_Gliding,White,Gliding,1.0779,0.001,1.0793,0.001,2.5474,0.0014,4.67E-05,6.08E-05
Pyrgus,armoricanus,Pyrgus_armoricanus,Female,White_Flapping,White,Flapping,0.765,0.1607,0.7663,0.161,1.0911,0.4624,0.2191,0.1522
Pyrgus,armoricanus,Pyrgus_armoricanus,Male,Patterned_Gliding,Patterned,Gliding,0.1457,0.0005,0.1455,0.0005,0.1222,0.0005,3.10E-05,0.0001
Pyrgus,armoricanus,Pyrgus_armoricanus,Male,Patterned_Flapping,Patterned,Flapping,0.0504,0.0176,0.0503,0.0176,0.0558,0.0268,0.0154,0.0075
Pyrgus,armoricanus,Pyrgus_armoricanus,Male,Averaged_Gliding,Averaged,Gliding,0.0107,1.06E-05,0.0106,1.06E-05,0.0221,1.41E-05,4.17E-07,6.74E-07
Pyrgus,armoricanus,Pyrgus_armoricanus,Male,Averaged_Flapping,Averaged,Flapping,0.0095,0.0018,0.0095,0.0018,0.0111,0.0035,0.0023,0.0017
Pyrgus,armoricanus,Pyrgus_armoricanus,Male,White_Gliding,White,Gliding,1.1389,0.0011,1.1387,0.0011,2.3629,0.0015,4.45E-05,7.21E-05
Pyrgus,armoricanus,Pyrgus_armoricanus,Male,White_Flapping,White,Flapping,0.7961,0.1818,0.7962,0.1818,1.0039,0.4248,0.2076,0.1428
Pyrgus,cacaliae,Pyrgus_cacaliae,Female,Patterned_Gliding,Patterned,Gliding,0.2168,0.0006,0.2173,0.0006,0.3338,0.0007,3.59E-05,0.0001
Pyrgus,cacaliae,Pyrgus_cacaliae,Female,Patterned_Flapping,Patterned,Flapping,0.1041,0.0256,0.1043,0.0257,0.1398,0.062,0.029,0.0169
Pyrgus,cacaliae,Pyrgus_cacaliae,Female,Averaged_Gliding,Averaged,Gliding,0.0632,5.51E-05,0.0634,5.55E-05,0.1475,8.86E-05,2.51E-06,3.67E-06
Pyrgus,cacaliae,Pyrgus_cacaliae,Female,Averaged_Flapping,Averaged,Flapping,0.0477,0.0091,0.0478,0.0092,0.0656,0.0247,0.0125,0.0092
Pyrgus,cacaliae,Pyrgus_cacaliae,Female,White_Gliding,White,Gliding,1.0986,0.001,1.1008,0.001,2.5624,0.0015,4.36E-05,6.38E-05
Pyrgus,cacaliae,Pyrgus_cacaliae,Female,White_Flapping,White,Flapping,0.7714,0.1643,0.773,0.1647,1.0842,0.4521,0.2063,0.1471
Pyrgus,cacaliae,Pyrgus_cacaliae,Male,Patterned_Gliding,Patterned,Gliding,0.2149,0.0006,0.2152,0.0006,0.3004,0.0007,3.52E-05,0.0001
Pyrgus,cacaliae,Pyrgus_cacaliae,Male,Patterned_Flapping,Patterned,Flapping,0.097,0.0266,0.0971,0.0265,0.1243,0.0569,0.0275,0.0149
Pyrgus,cacaliae,Pyrgus_cacaliae,Male,Averaged_Gliding,Averaged,Gliding,0.0567,5.04E-05,0.0567,5.06E-05,0.1251,8.15E-05,2.31E-06,3.36E-06
