genus,species,genusSpecies,sex,treatment,render_method,flight_method,left_mean,left_dev,right_mean,right_dev,up_mean,up_dev,down_mean,down_dev
Polyommatus,nephohiptamenos,Polyommatus_nephohiptamenos,Male,White_Flapping,White,Flapping,0.7645,0.1931,0.7663,0.1937,1.0451,0.4795,0.2236,0.1465
Polyommatus,nivescens,Polyommatus_nivescens,Female,Patterned_Gliding,Patterned,Gliding,0.146,0.0006,0.1463,0.0006,0.2674,0.0006,2.81E-05,9.38E-05
Polyommatus,nivescens,Polyommatus_nivescens,Female,Patterned_Flapping,Patterned,Flapping,0.0758,0.0226,0.0759,0.0227,0.1023,0.0509,0.0263,0.0142
Polyommatus,nivescens,Polyommatus_nivescens,Female,Averaged_Gliding,Averaged,Gliding,0.0343,3.32E-05,0.0343,3.33E-05,0.0892,5.99E-05,1.57E-06,2.23E-06
Polyommatus,nivescens,Polyommatus_nivescens,Female,Averaged_Flapping,Averaged,Flapping,0.0277,0.0065,0.0277,0.0065,0.038,0.0164,0.0079,0.0056
Polyommatus,nivescens,Polyommatus_nivescens,Female,White_Gliding,White,Gliding,1.0378,0.001,1.0393,0.001,2.7,0.0018,4.75E-05,6.74E-05
Polyommatus,nivescens,Polyommatus_nivescens,Female,White_Flapping,White,Flapping,0.79,0.1984,0.7914,0.1984,1.1082,0.508,0.2269,0.1512
Polyommatus,nivescens,Polyommatus_nivescens,Male,Patterned_Gliding,Patterned,Gliding,0.5012,0.0012,0.5025,0.0012,0.9667,0.0009,3.38E-05,4.29E-05
Polyommatus,nivescens,Polyommatus_nivescens,Male,Patterned_Flapping,Patterned,Flapping,0.3296,0.1092,0.3304,0.1093,0.3676,0.1829,0.0964,0.063
Polyommatus,nivescens,Polyommatus_nivescens,Male,Averaged_Gliding,Averaged,Gliding,0.3231,0.0003,0.3234,0.0003,0.8162,0.0006,1.59E-05,2.33E-05
Polyommatus,nivescens,Polyommatus_nivescens,Male,Averaged_Flapping,Averaged,Flapping,0.2148,0.0742,0.2151,0.0743,0.3076,0.1628,0.0673,0.0448
Polyommatus,nivescens,Polyommatus_nivescens,Male,White_Gliding,White,Gliding,1.0365,0.0011,1.0377,0.0011,2.6186,0.0019,5.11E-05,7.48E-05
Polyommatus,nivescens,Polyommatus_nivescens,Male,White_Flapping,White,Flapping,0.7969,0.1995,0.7983,0.1996,1.0908,0.4973,0.2305,0.1509
Polyommatus,ripartii,Polyommatus_ripartii,Female,Patterned_Gliding,Patterned,Gliding,0.0974,0.0001,0.0975,0.0001,0.2414,0.0004,1.32E-05,3.27E-05
Polyommatus,ripartii,Polyommatus_ripartii,Female,Patterned_Flapping,Patterned,Flapping,0.0766,0.0199,0.0767,0.0199,0.1003,0.047,0.0214,0.0128
Polyommatus,ripartii,Polyommatus_ripartii,Female,Averaged_Gliding,Averaged,Gliding,0.0659,6.07E-05,0.0659,6.08E-05,0.1666,0.0001,3.10E-06,5.18E-06
Polyommatus,ripartii,Polyommatus_ripartii,Female,Averaged_Flapping,Averaged,Flapping,0.0521,0.0123,0.0523,0.0123,0.0702,0.031,0.0148,0.0096
Polyommatus,ripartii,Polyommatus_ripartii,Female,White_Gliding,White,Gliding,1.01,0.0009,1.0112,0.0009,2.5547,0.0017,4.75E-05,7.94E-05
Polyommatus,ripartii,Polyommatus_ripartii,Female,White_Flapping,White,Flapping,0.7948,0.1933,0.7965,0.1934,1.0741,0.4813,0.2257,0.1462
Polyommatus,ripartii,Polyommatus_ripartii,Male,Patterned_Gliding,Patterned,Gliding,0.1,0.0001,0.1,0.0001,0.228,0.0003,7.28E-06,8.92E-06
Polyommatus,ripartii,Polyommatus_ripartii,Male,Patterned_Flapping,Patterned,Flapping,0.0744,0.0196,0.0745,0.0196,0.0926,0.0425,0.0203,0.0131
Polyommatus,ripartii,Polyommatus_ripartii,Male,Averaged_Gliding,Averaged,Gliding,0.0771,6.25E-05,0.0772,6.25E-05,0.1969,0.0001,4.00E-06,6.49E-06
Polyommatus,ripartii,Polyommatus_ripartii,Male,Averaged_Flapping,Averaged,Flapping,0.0595,0.0146,0.0597,0.0146,0.0825,0.0369,0.0174,0.0114
Polyommatus,ripartii,Polyommatus_ripartii,Male,White_Gliding,White,Gliding,0.9595,0.0008,0.9606,0.0008,2.4506,0.0018,4.97E-05,8.08E-05
Polyommatus,ripartii,Polyommatus_ripartii,Male,White_Flapping,White,Flapping,0.7461,0.1836,0.7477,0.1836,1.0336,0.4618,0.2175,0.1432
Polyommatus,thersites,Polyommatus_thersites,Female,Patterned_Gliding,Patterned,Gliding,0.1179,0.0002,0.1176,0.0002,0.2581,0.0003,9.49E-06,1.50E-05
Polyommatus,thersites,Polyommatus_thersites,Female,Patterned_Flapping,Patterned,Flapping,0.0832,0.0232,0.083,0.0232,0.1048,0.0502,0.0237,0.0148
Polyommatus,thersites,Polyommatus_thersites,Female,Averaged_Gliding,Averaged,Gliding,0.0742,7.61E-05,0.0742,7.61E-05,0.1828,0.0002,3.79E-06,5.45E-06
Polyommatus,thersites,Polyommatus_thersites,Female,Averaged_Flapping,Averaged,Flapping,0.0555,0.0147,0.0556,0.0147,0.0747,0.0348,0.0159,0.0105
Polyommatus,thersites,Polyommatus_thersites,Female,White_Gliding,White,Gliding,1.0463,0.0011,1.0465,0.0011,2.577,0.0021,5.34E-05,7.69E-05
Polyommatus,thersites,Polyommatus_thersites,Female,White_Flapping,White,Flapping,0.7861,0.2061,0.7874,0.2061,1.0571,0.49,0.2224,0.1435
Polyommatus,thersites,Polyommatus_thersites,Male,Patterned_Gliding,Patterned,Gliding,0.0339,0.0002,0.0338,0.0002,0.031,0.0002,1.13E-05,2.44E-05
Polyommatus,thersites,Polyommatus_thersites,Male,Patterned_Flapping,Patterned,Flapping,0.0136,0.0057,0.0137,0.0057,0.0131,0.007,0.0031,0.0013
Polyommatus,thersites,Polyommatus_thersites,Male,Averaged_Gliding,Averaged,Gliding,8.65E-05,7.98E-08,8.68E-05,8.03E-08,0.0002,1.58E-07,4.19E-09,6.60E-09
Polyommatus,thersites,Polyommatus_thersites,Male,Averaged_Flapping,Averaged,Flapping,0.0003,0.0003,0.0003,0.0003,0.0002,5.48E-05,5.03E-05,4.29E-05
Polyommatus,thersites,Polyommatus_thersites,Male,White_Gliding,White,Gliding,0.9927,0.0009,0.9958,0.0009,2.4101,0.0018,4.81E-05,7.57E-05
Polyommatus,thersites,Polyommatus_thersites,Male,White_Flapping,White,Flapping,0.751,0.1949,0.7532,0.1954,1.0018,0.4602,0.2158,0.1399
Polyommatus,violetae,Polyommatus_violetae,Female,Patterned_Gliding,Patterned,Gliding,0.1119,0.0002,0.112,0.0002,0.2649,0.0004,1.63E-05,4.53E-05
Polyommatus,violetae,Polyommatus_violetae,Female,Patterned_Flapping,Patterned,Flapping,0.0772,0.0202,0.0773,0.0202,0.11,0.0514,0.0235,0.0141
Polyommatus,violetae,Polyommatus_violetae,Female,Averaged_Gliding,Averaged,Gliding,0.064,6.41E-05,0.064,6.41E-05,0.1708,0.0001,3.28E-06,5.66E-06
Polyommatus,violetae,Polyommatus_violetae,Female,Averaged_Flapping,Averaged,Flapping,0.05,0.0121,0.0501,0.0121,0.072,0.0319,0.0153,0.0101
Polyommatus,violetae,Polyommatus_violetae,Female,White_Gliding,White,Gliding,0.9642,0.001,0.9651,0.001,2.5751,0.0019,4.95E-05,8.54E-05
Polyommatus,violetae,Polyommatus_violetae,Female,White_Flapping,White,Flapping,0.7449,0.1867,0.7463,0.1868,1.0783,0.4872,0.2275,0.1483
Polyommatus,violetae,Polyommatus_violetae,Male,Patterned_Gliding,Patterned,Gliding,0.1104,0.0001,0.1103,0.0001,0.2821,0.0003,8.70E-06,1.48E-05
Polyommatus,violetae,Polyommatus_violetae,Male,Patterned_Flapping,Patterned,Flapping,0.0869,0.0241,0.087,0.0241,0.1135,0.0548,0.0256,0.017
Polyommatus,violetae,Polyommatus_violetae,Male,Averaged_Gliding,Averaged,Gliding,0.105,9.58E-05,0.105,9.60E-05,0.249,0.0002,4.71E-06,7.37E-06
Polyommatus,violetae,Polyommatus_violetae,Male,Averaged_Flapping,Averaged,Flapping,0.0766,0.0205,0.0768,0.0205,0.1012,0.0477,0.0214,0.0141
Polyommatus,violetae,Polyommatus_violetae,Male,White_Gliding,White,Gliding,1.0503,0.001,1.0507,0.001,2.4912,0.0018,4.71E-05,7.37E-05
Polyommatus,violetae,Polyommatus_violetae,Male,White_Flapping,White,Flapping,0.7931,0.1985,0.7944,0.1985,1.0374,0.4733,0.2177,0.142
Pontia,callidice,Pontia_callidice,Female,Patterned_Gliding,Patterned,Gliding,0.3375,0.0011,0.3382,0.0011,0.5422,0.0015,6.53E-05,6.05E-05
Pontia,callidice,Pontia_callidice,Female,Patterned_Flapping,Patterned,Flapping,0.2281,0.0736,0.229,0.0737,0.254,0.1174,0.0761,0.041
Pontia,callidice,Pontia_callidice,Female,Averaged_Gliding,Averaged,Gliding,0.0799,7.73E-05,0.08,7.76E-05,0.2326,0.0002,5.31E-06,7.31E-06
Pontia,callidice,Pontia_callidice,Female,Averaged_Flapping,Averaged,Flapping,0.0558,0.0196,0.0559,0.0197,0.0858,0.0469,0.0196,0.0127
Pontia,callidice,Pontia_callidice,Female,White_Gliding,White,Gliding,0.9033,0.0009,0.9044,0.0009,2.6304,0.002,6.00E-05,8.26E-05
Pontia,callidice,Pontia_callidice,Female,White_Flapping,White,Flapping,0.7544,0.1939,0.7558,0.194,1.1056,0.5033,0.2396,0.1538
Pontia,callidice,Pontia_callidice,Male,Patterned_Gliding,Patterned,Gliding,0.4701,0.0008,0.4719,0.0008,0.9465,0.0009,4.78E-05,8.23E-05
Pontia,callidice,Pontia_callidice,Male,Patterned_Flapping,Patterned,Flapping,0.3699,0.1235,0.3713,0.1236,0.3909,0.1855,0.1126,0.0665
Pontia,callidice,Pontia_callidice,Male,Averaged_Gliding,Averaged,Gliding,0.2895,0.0002,0.29,0.0002,0.7467,0.0006,1.77E-05,2.44E-05
Pontia,callidice,Pontia_callidice,Male,Averaged_Flapping,Averaged,Flapping,0.2024,0.074,0.2028,0.0742,0.2819,0.1523,0.0636,0.0413
Pontia,callidice,Pontia_callidice,Male,White_Gliding,White,Gliding,0.9327,0.0008,0.934,0.0008,2.4053,0.002,5.70E-05,7.87E-05
Pontia,callidice,Pontia_callidice,Male,White_Flapping,White,Flapping,0.764,0.1963,0.7657,0.1965,1.0114,0.4627,0.2216,0.1423
Pontia,chloridice,Pontia_chloridice,Female,Patterned_Gliding,Patterned,Gliding,0.5413,0.0014,0.5413,0.0014,0.7659,0.001,5.37E-05,0.0001
Pontia,chloridice,Pontia_chloridice,Female,Patterned_Flapping,Patterned,Flapping,0.3357,0.1123,0.3362,0.1123,0.336,0.1688,0.1082,0.0609
Pontia,chloridice,Pontia_chloridice,Female,Averaged_Gliding,Averaged,Gliding,0.1999,0.0002,0.2002,0.0002,0.4964,0.0005,1.26E-05,2.01E-05
Pontia,chloridice,Pontia_chloridice,Female,Averaged_Flapping,Averaged,Flapping,0.1335,0.0479,0.1337,0.048,0.188,0.1015,0.0437,0.029
Pontia,chloridice,Pontia_chloridice,Female,White_Gliding,White,Gliding,0.9636,0.001,0.9651,0.001,2.3927,0.0024,6.07E-05,9.68E-05
Pontia,chloridice,Pontia_chloridice,Female,White_Flapping,White,Flapping,0.7429,0.1958,0.7444,0.1964,0.9993,0.4633,0.2231,0.1432
Pontia,chloridice,Pontia_chloridice,Male,Patterned_Gliding,Patterned,Gliding,0.6869,0.0016,0.6879,0.0016,1.2104,0.0009,4.54E-05,9.02E-05
Pontia,chloridice,Pontia_chloridice,Male,Patterned_Flapping,Patterned,Flapping,0.4401,0.1333,0.4409,0.1335,0.4907,0.2464,0.1233,0.0771
Pontia,chloridice,Pontia_chloridice,Male,Averaged_Gliding,Averaged,Gliding,0.4103,0.0005,0.4108,0.0005,1.0185,0.001,2.47E-05,3.45E-05
Pontia,chloridice,Pontia_chloridice,Male,Averaged_Flapping,Averaged,Flapping,0.2732,0.0971,0.2736,0.0972,0.384,0.2054,0.0869,0.0588
Pontia,chloridice,Pontia_chloridice,Male,White_Gliding,White,Gliding,0.9752,0.0011,0.9765,0.0011,2.4209,0.0024,5.86E-05,8.21E-05
Pontia,chloridice,Pontia_chloridice,Male,White_Flapping,White,Flapping,0.7407,0.196,0.7419,0.1962,0.9988,0.4638,0.2197,0.1457
Pontia,daplidice,Pontia_daplidice,Female,Patterned_Gliding,Patterned,Gliding,0.3396,0.0013,0.3401,0.0013,0.4545,0.0012,6.55E-05,0.0001
Pontia,daplidice,Pontia_daplidice,Female,Patterned_Flapping,Patterned,Flapping,0.2135,0.0724,0.214,0.0724,0.2139,0.1056,0.0772,0.0417
Pontia,daplidice,Pontia_daplidice,Female,Averaged_Gliding,Averaged,Gliding,0.0788,6.11E-05,0.0789,6.14E-05,0.2166,0.0002,5.51E-06,7.38E-06
Pontia,daplidice,Pontia_daplidice,Female,Averaged_Flapping,Averaged,Flapping,0.056,0.019,0.0561,0.019,0.0826,0.0444,0.0192,0.0125
Pontia,daplidice,Pontia_daplidice,Female,White_Gliding,White,Gliding,0.8737,0.0007,0.8753,0.0007,2.4025,0.0019,6.11E-05,8.19E-05
Pontia,daplidice,Pontia_daplidice,Female,White_Flapping,White,Flapping,0.7403,0.1792,0.742,0.1796,1.0374,0.4599,0.2245,0.142
Pontia,daplidice,Pontia_daplidice,Male,Patterned_Gliding,Patterned,Gliding,0.4011,0.0009,0.4022,0.0009,0.6739,0.0008,4.62E-05,0.0001
Pontia,daplidice,Pontia_daplidice,Male,Patterned_Flapping,Patterned,Flapping,0.261,0.0867,0.2618,0.0867,0.2786,0.1384,0.0801,0.0456
Pontia,daplidice,Pontia_daplidice,Male,Averaged_Gliding,Averaged,Gliding,0.1672,0.0002,0.1675,0.0002,0.4248,0.0003,8.87E-06,1.35E-05
Pontia,daplidice,Pontia_daplidice,Male,Averaged_Flapping,Averaged,Flapping,0.1157,0.0417,0.1158,0.0418,0.1607,0.0869,0.0363,0.0239
Pontia,daplidice,Pontia_daplidice,Male,White_Gliding,White,Gliding,0.9311,0.001,0.9325,0.001,2.3659,0.0018,4.94E-05,7.54E-05
Pontia,daplidice,Pontia_daplidice,Male,White_Flapping,White,Flapping,0.7625,0.1948,0.7636,0.195,1.0053,0.4556,0.2154,0.139
Proterebia,phegea,Proterebia_phegea,Female,Patterned_Gliding,Patterned,Gliding,0.1087,7.64E-05,0.1091,7.78E-05,0.2596,0.0003,6.53E-06,3.77E-06
Proterebia,phegea,Proterebia_phegea,Female,Patterned_Flapping,Patterned,Flapping,0.0811,0.0161,0.0814,0.0161,0.112,0.0482,0.0152,0.01
Proterebia,phegea,Proterebia_phegea,Female,Averaged_Gliding,Averaged,Gliding,0.0638,7.19E-05,0.0639,7.23E-05,0.1762,0.0001,3.72E-06,4.84E-06
Proterebia,phegea,Proterebia_phegea,Female,Averaged_Flapping,Averaged,Flapping,0.0575,0.0119,0.0576,0.0119,0.0775,0.0334,0.0162,0.0104
Proterebia,phegea,Proterebia_phegea,Female,White_Gliding,White,Gliding,0.8739,0.001,0.8759,0.001,2.4147,0.0016,5.10E-05,6.63E-05
Proterebia,phegea,Proterebia_phegea,Female,White_Flapping,White,Flapping,0.7577,0.1815,0.7592,0.1816,1.0313,0.4653,0.216,0.1355
Proterebia,phegea,Proterebia_phegea,Male,Patterned_Gliding,Patterned,Gliding,0.1385,0.0001,0.1387,0.0001,0.335,0.0002,7.44E-06,5.34E-06
Proterebia,phegea,Proterebia_phegea,Male,Patterned_Flapping,Patterned,Flapping,0.1054,0.0223,0.1057,0.0223,0.1441,0.0636,0.0227,0.0136
Proterebia,phegea,Proterebia_phegea,Male,Averaged_Gliding,Averaged,Gliding,0.091,7.49E-05,0.0911,7.53E-05,0.2408,0.0002,4.80E-06,6.34E-06
Proterebia,phegea,Proterebia_phegea,Male,Averaged_Flapping,Averaged,Flapping,0.0768,0.017,0.0769,0.017,0.1029,0.0456,0.0223,0.0145
Proterebia,phegea,Proterebia_phegea,Male,White_Gliding,White,Gliding,0.9444,0.0008,0.9457,0.0008,2.4997,0.0017,4.99E-05,6.58E-05
Proterebia,phegea,Proterebia_phegea,Male,White_Flapping,White,Flapping,0.7811,0.193,0.7819,0.1928,1.0521,0.4776,0.2269,0.1438
Pseudochazara,amalthea,Pseudochazara_amalthea,Female,Patterned_Gliding,Patterned,Gliding,0.1466,0.0005,0.1468,0.0005,0.158,0.0004,2.26E-05,6.09E-05
Pseudochazara,amalthea,Pseudochazara_amalthea,Female,Patterned_Flapping,Patterned,Flapping,0.0686,0.0228,0.0688,0.0229,0.0677,0.0302,0.0223,0.0119
Pseudochazara,amalthea,Pseudochazara_amalthea,Female,Averaged_Gliding,Averaged,Gliding,0.0303,2.61E-05,0.0304,2.63E-05,0.0828,5.02E-05,1.47E-06,2.34E-06
Pseudochazara,amalthea,Pseudochazara_amalthea,Female,Averaged_Flapping,Averaged,Flapping,0.0278,0.0057,0.0278,0.0057,0.0371,0.0151,0.0079,0.005
Pseudochazara,amalthea,Pseudochazara_amalthea,Female,White_Gliding,White,Gliding,0.8741,0.0008,0.8751,0.0008,2.3863,0.0014,4.25E-05,6.74E-05
Pseudochazara,amalthea,Pseudochazara_amalthea,Female,White_Flapping,White,Flapping,0.7473,0.1787,0.7489,0.1788,1.0224,0.4579,0.2215,0.1422
Pseudochazara,amymone,Pseudochazara_amymone,Female,Patterned_Gliding,Patterned,Gliding,0.1147,0.0005,0.1156,0.0005,0.1231,0.0005,1.93E-05,2.43E-05
Pseudochazara,amymone,Pseudochazara_amymone,Female,Patterned_Flapping,Patterned,Flapping,0.0557,0.0206,0.0563,0.0207,0.0511,0.027,0.0105,0.0051
Pseudochazara,amymone,Pseudochazara_amymone,Female,Averaged_Gliding,Averaged,Gliding,0.0009,8.89E-07,0.001,8.90E-07,0.0027,1.90E-06,5.41E-08,7.35E-08
Pseudochazara,amymone,Pseudochazara_amymone,Female,Averaged_Flapping,Averaged,Flapping,0.0013,0.0012,0.0013,0.0012,0.001,0.0004,0.0004,0.0004
Pseudochazara,amymone,Pseudochazara_amymone,Female,White_Gliding,White,Gliding,0.8907,0.0008,0.8913,0.0008,2.4867,0.0018,5.07E-05,6.89E-05
Pseudochazara,amymone,Pseudochazara_amymone,Female,White_Flapping,White,Flapping,0.7613,0.1898,0.7626,0.1898,1.0547,0.4769,0.2242,0.1446
Pseudochazara,amymone,Pseudochazara_amymone,Male,Patterned_Gliding,Patterned,Gliding,0.0969,0.0003,0.097,0.0003,0.123,0.0004,1.18E-05,1.51E-05
Pseudochazara,amymone,Pseudochazara_amymone,Male,Patterned_Flapping,Patterned,Flapping,0.0451,0.0122,0.0454,0.0124,0.048,0.0212,0.0103,0.0057
Pseudochazara,amymone,Pseudochazara_amymone,Male,Averaged_Gliding,Averaged,Gliding,0.002,1.97E-06,0.002,1.98E-06,0.0052,4.48E-06,1.29E-07,1.42E-07
Pseudochazara,amymone,Pseudochazara_amymone,Male,Averaged_Flapping,Averaged,Flapping,0.0034,0.0018,0.0034,0.0018,0.0033,0.001,0.0009,0.0008
Pseudochazara,amymone,Pseudochazara_amymone,Male,White_Gliding,White,Gliding,0.9095,0.0009,0.9109,0.0009,2.3293,0.002,5.72E-05,6.33E-05
Pseudochazara,amymone,Pseudochazara_amymone,Male,White_Flapping,White,Flapping,0.7596,0.1967,0.7606,0.1968,0.9803,0.4503,0.2136,0.1384
Pseudochazara,anthelea,Pseudochazara_anthelea,Female,Patterned_Gliding,Patterned,Gliding,0.0704,0.0002,0.0708,0.0002,0.0918,0.0002,7.58E-06,1.39E-05
Pseudochazara,anthelea,Pseudochazara_anthelea,Female,Patterned_Flapping,Patterned,Flapping,0.0378,0.0117,0.038,0.0118,0.0398,0.0166,0.0116,0.0059
Pseudochazara,anthelea,Pseudochazara_anthelea,Female,Averaged_Gliding,Averaged,Gliding,0.0225,2.18E-05,0.0226,2.20E-05,0.0618,4.16E-05,1.15E-06,1.67E-06
Pseudochazara,anthelea,Pseudochazara_anthelea,Female,Averaged_Flapping,Averaged,Flapping,0.02,0.0044,0.02,0.0044,0.0269,0.0114,0.0058,0.0037
Pseudochazara,anthelea,Pseudochazara_anthelea,Female,White_Gliding,White,Gliding,0.8546,0.0008,0.8565,0.0008,2.3439,0.0016,4.35E-05,6.32E-05
Pseudochazara,anthelea,Pseudochazara_anthelea,Female,White_Flapping,White,Flapping,0.7322,0.1807,0.7337,0.1807,1.0014,0.4512,0.2186,0.1398
Pseudochazara,anthelea,Pseudochazara_anthelea,Male,Patterned_Gliding,Patterned,Gliding,0.2932,0.0015,0.2942,0.0015,0.297,0.0013,5.06E-05,5.30E-05
Pseudochazara,anthelea,Pseudochazara_anthelea,Male,Patterned_Flapping,Patterned,Flapping,0.102,0.0417,0.1026,0.0418,0.0894,0.0449,0.0434,0.0242
Pseudochazara,anthelea,Pseudochazara_anthelea,Male,Averaged_Gliding,Averaged,Gliding,0.0221,2.33E-05,0.0221,2.34E-05,0.0545,4.04E-05,1.14E-06,1.78E-06
Pseudochazara,anthelea,Pseudochazara_anthelea,Male,Averaged_Flapping,Averaged,Flapping,0.0197,0.0037,0.0197,0.0037,0.0244,0.0096,0.0054,0.0037
Pseudochazara,anthelea,Pseudochazara_anthelea,Male,White_Gliding,White,Gliding,0.9554,0.001,0.9561,0.001,2.3531,0.0017,4.91E-05,7.70E-05
Pseudochazara,anthelea,Pseudochazara_anthelea,Male,White_Flapping,White,Flapping,0.7599,0.1905,0.7611,0.19,0.9846,0.4462,0.2182,0.1451
Pseudochazara,cingovskii,Pseudochazara_cingovskii,Female,Patterned_Gliding,Patterned,Gliding,0.087,0.0004,0.0873,0.0004,0.0908,0.0003,1.23E-05,1.64E-05
Pseudochazara,cingovskii,Pseudochazara_cingovskii,Female,Patterned_Flapping,Patterned,Flapping,0.0338,0.0141,0.0339,0.0142,0.0336,0.0167,0.012,0.006
Pseudochazara,cingovskii,Pseudochazara_cingovskii,Female,Averaged_Gliding,Averaged,Gliding,0.0085,7.74E-06,0.0086,7.74E-06,0.0238,1.30E-05,3.87E-07,5.60E-07
Pseudochazara,cingovskii,Pseudochazara_cingovskii,Female,Averaged_Flapping,Averaged,Flapping,0.0079,0.0017,0.008,0.0017,0.0104,0.0043,0.0021,0.0013
Pseudochazara,cingovskii,Pseudochazara_cingovskii,Female,White_Gliding,White,Gliding,0.8587,0.0008,0.8614,0.0008,2.3965,0.0013,3.89E-05,5.64E-05
Pseudochazara,cingovskii,Pseudochazara_cingovskii,Female,White_Flapping,White,Flapping,0.7466,0.1834,0.7483,0.1834,1.0111,0.4583,0.2133,0.138
Pseudochazara,cingovskii,Pseudochazara_cingovskii,Male,Patterned_Gliding,Patterned,Gliding,0.1387,0.0005,0.1391,0.0005,0.1562,0.0005,1.68E-05,3.32E-05
Pseudochazara,cingovskii,Pseudochazara_cingovskii,Male,Patterned_Flapping,Patterned,Flapping,0.0585,0.0178,0.0587,0.0179,0.0602,0.0284,0.0145,0.0089
Pseudochazara,cingovskii,Pseudochazara_cingovskii,Male,Averaged_Gliding,Averaged,Gliding,0.0194,1.86E-05,0.0195,1.87E-05,0.0483,2.90E-05,8.35E-07,1.30E-06
Pseudochazara,cingovskii,Pseudochazara_cingovskii,Male,Averaged_Flapping,Averaged,Flapping,0.0175,0.0038,0.0175,0.0038,0.0216,0.0087,0.0048,0.0033
Pseudochazara,cingovskii,Pseudochazara_cingovskii,Male,White_Gliding,White,Gliding,0.915,0.0009,0.9164,0.0009,2.2726,0.0014,3.93E-05,6.10E-05
Pseudochazara,cingovskii,Pseudochazara_cingovskii,Male,White_Flapping,White,Flapping,0.7613,0.1898,0.7628,0.1898,0.9646,0.4359,0.2096,0.1378
Pseudochazara,geyeri,Pseudochazara_geyeri,Female,Patterned_Gliding,Patterned,Gliding,0.075,0.0003,0.0751,0.0003,0.055,0.0002,1.21E-05,2.38E-05
Pseudochazara,geyeri,Pseudochazara_geyeri,Female,Patterned_Flapping,Patterned,Flapping,0.0228,0.0101,0.0229,0.0101,0.0174,0.0087,0.0074,0.0046
Pseudochazara,geyeri,Pseudochazara_geyeri,Female,Averaged_Gliding,Averaged,Gliding,0.0023,1.94E-06,0.0023,1.95E-06,0.0064,4.13E-06,1.10E-07,1.55E-07
Pseudochazara,geyeri,Pseudochazara_geyeri,Female,Averaged_Flapping,Averaged,Flapping,0.0026,0.0006,0.0026,0.0006,0.0031,0.001,0.0006,0.0004
Pseudochazara,geyeri,Pseudochazara_geyeri,Female,White_Gliding,White,Gliding,0.8677,0.0007,0.8712,0.0007,2.408,0.0016,4.13E-05,5.84E-05
Pseudochazara,geyeri,Pseudochazara_geyeri,Female,White_Flapping,White,Flapping,0.7367,0.1852,0.7391,0.1857,1.0057,0.4652,0.214,0.1373
Pseudochazara,geyeri,Pseudochazara_geyeri,Male,Patterned_Gliding,Patterned,Gliding,0.0828,0.0004,0.0829,0.0004,0.0996,0.0004,1.72E-05,2.86E-05
Pseudochazara,geyeri,Pseudochazara_geyeri,Male,Patterned_Flapping,Patterned,Flapping,0.0389,0.0112,0.0391,0.0113,0.0397,0.0178,0.0072,0.0032
Pseudochazara,geyeri,Pseudochazara_geyeri,Male,Averaged_Gliding,Averaged,Gliding,0.0045,4.50E-06,0.0045,4.51E-06,0.0111,6.55E-06,1.81E-07,2.70E-07
Pseudochazara,geyeri,Pseudochazara_geyeri,Male,Averaged_Flapping,Averaged,Flapping,0.0052,0.0015,0.0052,0.0015,0.0057,0.0016,0.0012,0.0009
Pseudochazara,geyeri,Pseudochazara_geyeri,Male,White_Gliding,White,Gliding,0.9782,0.001,0.9785,0.001,2.4184,0.0014,3.96E-05,5.89E-05
Pseudochazara,geyeri,Pseudochazara_geyeri,Male,White_Flapping,White,Flapping,0.7814,0.1995,0.7824,0.1995,1.0046,0.4565,0.2111,0.142
Pseudochazara,graeca,Pseudochazara_graeca,Female,Patterned_Gliding,Patterned,Gliding,0.1053,0.0004,0.1056,0.0004,0.1179,0.0004,1.45E-05,2.12E-05
Pseudochazara,graeca,Pseudochazara_graeca,Female,Patterned_Flapping,Patterned,Flapping,0.0421,0.0129,0.0425,0.013,0.0476,0.0215,0.0102,0.0055
Pseudochazara,graeca,Pseudochazara_graeca,Female,Averaged_Gliding,Averaged,Gliding,0.0112,1.11E-05,0.0112,1.11E-05,0.028,2.03E-05,6.04E-07,8.14E-07
Pseudochazara,graeca,Pseudochazara_graeca,Female,Averaged_Flapping,Averaged,Flapping,0.0107,0.0024,0.0107,0.0024,0.0129,0.005,0.0028,0.0019
Pseudochazara,graeca,Pseudochazara_graeca,Female,White_Gliding,White,Gliding,0.9074,0.0009,0.9082,0.0009,2.2672,0.0016,4.89E-05,6.58E-05
Pseudochazara,graeca,Pseudochazara_graeca,Female,White_Flapping,White,Flapping,0.7519,0.1957,0.7533,0.1958,0.9575,0.4398,0.2048,0.1323
Pseudochazara,graeca,Pseudochazara_graeca,Male,Patterned_Gliding,Patterned,Gliding,0.1562,0.0006,0.1565,0.0006,0.1395,0.0006,2.50E-05,4.45E-05
Pseudochazara,graeca,Pseudochazara_graeca,Male,Patterned_Flapping,Patterned,Flapping,0.0523,0.0235,0.0525,0.0236,0.0486,0.0256,0.0169,0.0087
Pseudochazara,graeca,Pseudochazara_graeca,Male,Averaged_Gliding,Averaged,Gliding,0.0006,5.20E-07,0.0006,5.22E-07,0.0017,1.04E-06,3.05E-08,4.82E-08
Pseudochazara,graeca,Pseudochazara_graeca,Male,Averaged_Flapping,Averaged,Flapping,0.0012,0.0008,0.0012,0.0008,0.0012,0.0003,0.0003,0.0002
